"Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES"
"ZXLPWFKSNFNNOW-UHFFFAOYNA-N,CHEMBL146873,43,A,5.79,chembl20,28444,9606,ACHE,30,C(OC1=CC(CC(N(CC#C)C)C)=CC=C1)(N(C)C)=O"
"ZYAXTAFPNAMCKA-UHFFFAOYNA-N,705775,43,N,,pubchem,462900,9606,ACHE,30,S1C=2C(N(C(=O)N3CCCCC3)C=4C1=CC=CC4)=CC=CC2"
"ZYKGNFBRZVTSQT-UHFFFAOYNA-N,CHEMBL275537,43,A,6.48,chembl20,28737,9606,ACHE,30,C=1(OC(CSCCCSCC=2OC(CN(C)C)=CC2)=CC1)CN(C)C"
"ZYXGFUNFZUUBPI-UHFFFAOYNA-N,CHEMBL1203538,43,A,6.92,chembl20,29096,9606,ACHE,30,N#CC(C1=NCCN1CCNCC=2OC(CN3CCCCCC3)=CC2)C#N"
"AZSNSMQGNNSLPD-CYBMUJFWNA-N,52940766,43,A,7.49485,pubchem,511766,9606,ACHE,30,O(C=1C=C([C@H](N2CCCCC2)C)C=CC1)C(=O)N(C)C"
"BBTOCHYFQHOWFS-QWOVJGMINA-N,71769496,43,A,5.85387,pubchem,765128,9606,ACHE,30,ClC=1C=C2NC(=NC2=CC1)C=3C=CC(OCCN4CCCC4)=CC3"
"APIOTDBMTZHUEJ-UHFFFAOYNA-N,CHEMBL208132,43,A,5.16,chembl20,347063,9606,ACHE,30,C=1(C(=CC=2C(C1)=CC=NC2C(C=3C(=CC=CC3)OC)O)OC)OC"
"AQNHWMHKEPXQCB-PFRKTSEVNA-N,CHEMBL2425412,43,N,4.2,chembl20,981609,9606,ACHE,30,N1C(NC(C(C1=O)=CNNC(NC2=CC=C(C=C2)Br)=S)=O)=S"
"AQTFLSFWSDSMCO-QVUQFMIFNA-N,CHEMBL335355,43,A,8.75,chembl20,28153,9606,ACHE,30,C1=2C(=C3C4CC(CC)=CC(CC3=NC1=CC(=CC2F)F)C4)N"
"AXOFUMFOKNODCQ-BFPJXAGNNA-O,CHEMBL286990,43,N,4.97,chembl20,28295,9606,ACHE,30,[N+]1(=C(N(COCC(N(=O)=O)(C)C)C=C1)/C=N/O)C"
"BYBLEWFAAKGYCD-UHFFFAOYNA-N,CHEMBL91,43,N,4.73,chembl20,774691,9606,ACHE,30,C=1(C(=CC(=CC1)Cl)Cl)C(CN2C=NC=C2)OCC=3C(=CC(=CC3)Cl)Cl"
"CAYLLNNRKRSNSP-UHFFFAOYNA-N,CHEMBL3122166,43,N,4.64,chembl20,1292090,9606,ACHE,30,N1CCCC2=C(N=C3C(=C12)C=C(C=C3)C(=O)OCC)C4=CC=CN=C4"
"ACSIUQUEBMBISB-SPEPDGBUNA-N,CHEMBL185164,43,A,6.8,chembl20,302690,9606,ACHE,30,C(=O)(NCCCC)OCCCCCCCCCCCCCCOC(=O)NCCCC"
"ABJKWBDEJIDSJZ-UHFFFAOYNA-N,2484,43,A,5.1607,pubchem,625193,9606,ACHE,30,N(CC1=CC=C(C(C)(C)C)C=C1)(CC=2C=3C(C=CC2)=CC=CC3)C"
"ABLWHXGNSHTMMJ-KNJQRBKANA-O,CHEMBL357843,43,N,4.59,chembl20,28161,9606,ACHE,30,[N+]1(=C(N(C)C=C1)/C=N/O)COC(C2CCCCC2)C"
"BLWBCYSXCOJFMJ-UHFFFAOYNA-N,44436444,43,A,7.08355,pubchem,302006,9606,ACHE,30,BrC=1C(CN2C(=O)C3(N=C2CCCC)CCCC3)=CC(OC)=C(OC)C1"
"CPGLYAIYMGVIIO-SDRQFZCRNA-N,CHEMBL110077,43,A,8.34,chembl20,28153,9606,ACHE,30,N=1C2=C(C3CC(=CC(C2)C3)C)C(=C4C1C=C(C=C4)F)N"
"CNACZOSGTBZLLB-HPHMPNDVNA-N,CHEMBL119634,43,N,4.16,chembl20,633769,9606,ACHE,30,N1=C2C(CCCC3=C2C=CC(=C3)OC)=C(C4=CC=CC=C14)N"
"CMHPNWZOHZNFLB-LQFNOIFHNA-N,54768917,43,A,7.16178,pubchem,613944,9606,ACHE,30,O1CCN(CCCCCCNC=2C=3CCCCC3N=C4C2C=CC=C4)CC1"
"CRPBEXXXEBUOEC-UHFFFAOYNA-N,CHEMBL106891,43,A,7.1,chembl20,633769,9606,ACHE,30,N1(C(C=2C(C1=O)=CC=CC2)=O)CCC3CCN(CC3)CC=4C=CC=CC4"
"CHOFSZFLPKTBRW-UHFFFAOYNA-N,CHEMBL335158,43,A,8.0,chembl20,29411,9606,ACHE,30,N1(N=C(C=2C=CC(=CC2)Cl)N=C1SCCCCCC)C(N3CCCCC3)=O"
"CJKDQVUWTOUKOS-RUYFAHFWNA-O,CHEMBL356000,43,N,4.69,chembl20,28163,9606,ACHE,30,[N+]1(=C(N(C)C=C1)/C=N/O)COC2C(C#C)CCCC2"
"CFMRJASTZUANCF-AOXUIKSCNA-O,CHEMBL284692,43,N,4.25,chembl20,28161,9606,ACHE,30,[N+]1(=C(N(C)C=C1)/C=N/O)COCC2=CC=CC=C2"
"DCTRPSAPKPORBP-UHFFFAOYNA-N,CHEMBL13166,43,A,6.05,chembl20,28737,9606,ACHE,30,C=1(OC(CSCCCCCSCC=2OC(CN(C)C)=CC2)=CC1)CN(C)C"
"DCFJPBOHDHFDCM-PKSOQXRJNA-N,CHEMBL1084777,43,A,6.77,chembl20,633769,9606,ACHE,30,C1(=CC=C2C(=C1)N=C3CCCCC3=C2NC=4C=CC=CC4)Cl"
"CUGXMTJHVZYBSM-LILDFLRNNA-N,CHEMBL1766140,43,N,4.58,chembl20,742791,9606,ACHE,30,C1=C(N=C(N=C1)N2CCN(CC2)CCO)NCC=3C=CC=CC3"
"AKOLSQVNOPLCPO-UHFFFAOYNA-N,CHEMBL131536,43,A,5.85,chembl20,29411,9606,ACHE,30,N1(C(N(C2=CC=CC=C2)C)=O)C(SC)=NC(=N1)C=3C=CC(=CC3)Cl"
"AJEOSTRBVYLHFL-UHFFFAOYNA-N,CHEMBL3093799,43,A,6.27,chembl20,1278106,9606,ACHE,30,C=1C=CC=C[N+]1CCCCCCC[N+]=2C=CC=C3C2C=CC=C3"
"FTGBOQBZOMTIER-MQIAFSEQNA-N,CHEMBL3235208,43,A,5.3,chembl20,1337218,9606,ACHE,30,C1=CC=CC(=C1)CN2CCC(CC2)CNC(/C(=N/O)/C(C)=O)=O"
"FYNCKGGTBKKWCM-WYUMXYHSNA-N,CHEMBL69059,43,N,3.59,chembl20,28156,9606,ACHE,30,C1(=NC(C=2C=CC=CC2)=NO1)C(=NO)NCCN(CC)CC"
"DSTHTWMOILQBDD-HCKMINDGNA-N,CHEMBL1766147,43,N,4.9,chembl20,742791,9606,ACHE,30,C1=C(N=C(N=C1)N2CCS(=CC2)O)NCC=3C=CC=CC3"
"GHQFVMWSATZPCH-UYBDAZJANA-N,1320633,43,N,,pubchem,462900,9606,ACHE,30,S1C=2C(N(C(=O)NCCN3CCOCC3)C=4C1=CC=CC4)=CC=CC2"
"GFYHFMVUVHAJDW-LIYMKNIHNA-N,CHEMBL32653,43,A,5.66,chembl20,28305,9606,ACHE,30,C12[C@H](C3=CC(OC(=O)NCCC)=CC=C3C1)CCN2CC"
"GJUSYOADRIWSID-PKSOQXRJNA-N,CHEMBL1082740,43,N,3.13,chembl20,633769,9606,ACHE,30,C(C1=CC(=NN=C1NCCN2CCOCC2)C=3C=CC=CC3)(F)(F)F"
"FTVWIRXFELQLPI-ZDUSSCGKNA-N,CHEMBL9352,43,N,2.69,chembl20,811771,9606,ACHE,30,C1=C(C=C(C2=C1O[C@@H](CC2=O)C=3C=CC(=CC3)O)O)O"
"DLMIROXKRNHECN-UHFFFAOYNA-N,CHEMBL1669480,43,N,3.18,chembl20,718128,9606,ACHE,30,[N+]=1(C[N+]2=CC3=C(C=C2)C=CC=C3)C=CC=4C=CC=CC4C1"
"DFQOXFIPAAMFAU-XAJYWGRCNA-O,CHEMBL479291,43,A,5.41,chembl20,459365,9606,ACHE,30,C1=C2C=[N+]3C=4C(C2=CC=5OCOC51)=CC(=CC4CC3)O"
"FBOHEFQKBNWFPO-UHFFFAOYNA-N,CHEMBL130478,43,A,6.1,chembl20,29411,9606,ACHE,30,N1(N=C(C=2C=CC(=CC2)OC(F)(F)F)N=C1SC)C(N(C)C)=O"
"DWHARBCKHSTAMC-DZQCGVKKNA-N,45481993,43,A,5.32057,pubchem,437318,9606,ACHE,30,O1C2=NC3=C(C4CC(C3)C=C(C4)C)C(N)=C2C(=C1C)C"
"DWMBEPKCENULIA-POKQVWITNA-N,CHEMBL74089,43,A,7.68,chembl20,28144,9606,ACHE,30,N1(C2[C@](CCN2)(C)C=3C1=CC=C(OC(=O)NC)C3)C"
"DZAMPWWGUXWQMU-PKSOQXRJNA-N,CHEMBL1084776,43,A,6.12,chembl20,633769,9606,ACHE,30,C1(=CC=C2C(=C1)N=C3CCCCC3=C2NC=4C=CC=CC4)C"
"DZJYISGBNCCXKA-UHFFFAOYNA-N,CHEMBL456156,43,N,4.4,chembl20,513727,9606,ACHE,30,C1=CC2=C(C=C1)SC(CC(C=3C=C(C=CC3)O)=N2)C4=CC=CC=C4"
"DXOHWPHMWZTKSU-UHFFFAOYNA-N,CHEMBL306175,43,A,7.12,chembl20,633769,9606,ACHE,30,C1=CC=CC(CN2CCC(CCC(C3=CC=C4C(=C3)CCN4)=O)CC2)=C1Cl"
"FHNUUXXXVIIGGN-UHFFFAOYNA-N,CHEMBL1203535,43,A,5.48,chembl20,29096,9606,ACHE,30,COC1CCCN(CC=2OC(CNCCN3CCN=C3C(C#N)C#N)=CC2)C1"
"FHJNAXWWTVBTEP-PKSOQXRJNA-N,CHEMBL1618217,43,A,7.0,chembl20,785863,9606,ACHE,30,C=1(C=CC=2C(C1)=C(C3=C(N2)CCCC3)NCCCCCC)OC"
"FOCBRSKUUQCFGB-UHFFFAOYNA-N,CHEMBL185896,43,A,6.21,chembl20,633769,9606,ACHE,30,C1=CC(C2CC(C(C)CC=3C=CC(=CC3)O)CCC2C)=CC=C1O"
"FMCFMYIXNIXNBI-UHFFFAOYNA-N,CHEMBL141167,43,A,7.19,chembl20,633769,9606,ACHE,30,CC(N(CCC1CCN(CC2=CC=CC=C2)CC1)C3=CC=CC(=C3)F)=O"
"FLEDWBBEOWHTBX-UHFFFAOYNA-N,CHEMBL346733,43,A,6.37,chembl20,29096,9606,ACHE,30,C=1(C(C#N)C#N)N(CCN1)CCNCC=2OC(CN(CC)C)=CC2"
"DZSDRGBLRNZFES-QWOVJGMINA-N,10449628,43,A,6.09151,pubchem,241080,9606,ACHE,30,O1N=C(NCCC2CCN(CC2)CC3=CC=CC=C3)C4=C1C=CC=C4"
"BRQCAVCIYXIBFK-PFRKTSEVNA-N,CHEMBL2425410,43,N,3.92,chembl20,981605,9606,ACHE,30,N1C(NC(C(C1=O)=CNNC(NC2=CC=C(C=C2)Cl)=S)=O)=S"
"BULPDQLGDINAMU-UHFFFAOYNA-N,CHEMBL1082434,43,A,7.52,chembl20,633769,9606,ACHE,30,C1=CC(=CC2=C1OCO2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4"
"BVMNXTGNIRWBDK-SUWAJTPFNA-O,CHEMBL147025,43,N,4.62,chembl20,28163,9606,ACHE,30,[N+]1(=C(N(C)C=C1)/C=N/O)COC2(C#C)CCCC2"
"BVQFUYUEQBLTCJ-UHFFFAOYNA-N,CHEMBL142014,43,A,6.0,chembl20,633769,9606,ACHE,30,N1(C(C=2C(CC1)=CC=CC2)=O)CCC3CCN(CC3)CC=4C=CC=CC4"
"BCGOEEMRGGOWDE-PFRKTSEVNA-N,CHEMBL2425415,43,N,3.76,chembl20,981609,9606,ACHE,30,N1C(NC(C(C1=O)=CNNC(NC2=CC=C(C=C2)OC)=S)=O)=S"
"HTKXCIXUSRZRRZ-UYBDAZJANA-N,CHEMBL575166,43,N,4.83,chembl20,588496,9606,ACHE,30,C12C3=C(C=4C(N=C3CC(C1)C=C(C2)C)=CC(=CC4)Cl)O"
"HYIYBWCTLLQRLQ-SXBGQXOVNA-N,CHEMBL287691,43,A,6.6,chembl20,28305,9606,ACHE,30,C12[C@H](C3=CC(OC(=O)NC)=CC=C3C1)CCN2CC"
"HWACYMSMQDHNBZ-UYBDAZJANA-N,CHEMBL347539,43,A,6.55,chembl20,29096,9606,ACHE,30,C(C(NC)=NCCNCC=1OC(CN2CCCC2)=CC1)(C#N)C#N"
"AAWCGROUIUANBA-DZQCGVKKNA-N,45482005,43,A,5.11407,pubchem,437318,9606,ACHE,30,S1C2=C(N)C=3C4CC(CC3N=C2N=C1SCCC)C=C(C4)C"
"AAXQEELWFXEVAH-UHFFFAOYNA-N,CHEMBL130112,43,A,5.62,chembl20,29411,9606,ACHE,30,N1(C(N(C2=CC=CC=C2)C)=O)C(SC)=NC(=N1)C=3C=CC(=CC3)C"
"CMNOHCJZVGOVPY-UHFFFAOYNA-N,CHEMBL154433,43,N,4.96,chembl20,29096,9606,ACHE,30,C=1(C(C#N)C#N)N(CCN1)CCNCC=2OC(CN3CCOCC3)=CC2"
"QBZIPRSULQKHJG-UHFFFAOYNA-N,CHEMBL333909,43,A,7.01,chembl20,633769,9606,ACHE,30,N1(C(=C2C(=C1)C=CC=C2)O)CCC3CCN(CC3)CC=4C=CC=CC4"
"HJBVDGBZPROGET-QPJQQBGINA-N,CHEMBL1952065,43,N,4.35,chembl20,804208,9606,ACHE,30,C1N=C(/C=N/O)N(CC1)CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F"
"HCBSSGQSRQHLQJ-VLGSPTGONA-N,CHEMBL71994,43,N,4.52,chembl20,28156,9606,ACHE,30,C1(=NC(CC2=CC=CC=C2)=NO1)/C(=N/O)/SCCN(CC)CC"
"HLOCPCSCTALETD-UHFFFAOYNA-N,CHEMBL1642981,43,N,4.92,chembl20,699906,9606,ACHE,30,C1=C[N+](=CC=C1C(C)(C)C)COC[N+]2=CC=C(C=C2)C(C)(C)C"
"IFHMPKOJBNGXHV-MPIMZMORNA-N,52948016,43,A,6.4437,pubchem,517222,9606,ACHE,30,O(C1=CC2=C(NCCCCCCCC)C=3CCCCC3N=C2C=C1)C"
"IFIQVKGESREEDD-PKSOQXRJNA-N,CHEMBL277984,43,A,7.95,chembl20,463759,9606,ACHE,30,C=1C=CC2=NC=3CCCCC3C(NCCCCNCCON(=O)=O)=C2C1"
"HBRMXZZVKFXPPL-BDGWVKIONA-N,CHEMBL317541,43,A,7.89,chembl20,633769,9606,ACHE,30,N(C)(CCOCCNC(NC(C=1C=CC=CC1)=O)=S)C2CCCCC2"
"GTBUYLWBDILEPY-UHFFFAOYNA-N,CHEMBL130628,43,A,6.52,chembl20,29411,9606,ACHE,30,N1(C(SCC(F)(F)F)=NC(=N1)C=2C=CC(=CC2)Cl)C(N3CCCCC3)=O"
"GTFWBEHRMVTXPK-UHFFFAOYNA-N,CHEMBL2441666,43,A,7.0,chembl20,990754,9606,ACHE,30,C=1C(=[N+](C(=CC1)CCCCCC=2[N+](=C(C=CC2)OC)C)C)OC"
"HARGZZNYNSYSGJ-JTQLQIEINA-N,11425923,43,A,6.22185,pubchem,1056366,9606,ACHE,30,O1C2=C([C@H](C1)C)C(=O)C(=O)C=3C2=CC=C4C3C=CC=C4C"
"JGFPTPPWULVKEL-UHFFFAOYNA-N,CHEMBL141853,43,A,6.08,chembl20,633769,9606,ACHE,30,C(C(N(CCC1CCN(CC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O)C"
"JDXMZCIREIBEQO-SIIHUPSPNA-N,CHEMBL2425411,43,N,3.29,chembl20,981610,9606,ACHE,30,N1C(NC(C(C1=O)=CNNC(NC2=C(C=CC=C2C)Cl)=S)=O)=O"
"IWVKLFVNDFNPIF-PKSOQXRJNA-N,CHEMBL1084211,43,N,4.83,chembl20,742791,9606,ACHE,30,C1=CC(CNC2=NC(N3CCOCC3)=NC=C2)=C4C(=C1)C=CC=C4"
"IYTYUVFVDHIBBD-PHIMTYICNA-N,7065962,43,A,6.7167,pubchem,436495,9606,ACHE,30,S(=O)(=O)(N1[C@@H](CCC[C@@H]1C)C)C=2C=C(N(=O)=O)C=CC2"
"IYUKVCGRCMQIPB-UHFFFAOYNA-N,44237572,43,N,,pubchem,623718,9606,ACHE,30,O1C2=C(C=C(CCCOC(=O)C)C=C2)C=C1C3=CC=4OCOC4C=C3"
"JAXXPQUWOTTXGC-LILDFLRNNA-N,CHEMBL1082981,43,A,5.06,chembl20,742791,9606,ACHE,30,C(NC=1C=CN=C(N1)N2CCC(CC2)C)CC3=CC=CC=C3"
"JWMNDJKJQTZJKT-MPIMZMORNA-N,71769497,43,A,6.88606,pubchem,765128,9606,ACHE,30,ClC=1C=C2NC(=NC2=CC1)C=3C=CC(OCCN4CCCCC4)=CC3"
"HRQGWHKVUGNVNC-PDJAEHLQNA-N,CHEMBL329733,43,A,5.0,chembl20,633769,9606,ACHE,30,C1CCC(CN(CCOCCNC(NCC2=CC=CC=C2)=O)CC)CC1"
"HOUVPLOZMHLJPB-OKILXGFUNA-N,CHEMBL575621,43,A,6.34,chembl20,587673,9606,ACHE,30,C1CC[C@@H](N([C@@H]1C)S(C2=CC=C(C=C2)C(C)(C)C)(=O)=O)C"
"HPADOMZRWJVWQN-GRYXBVCTNA-O,CHEMBL1083064,43,A,6.46,chembl20,633769,9606,ACHE,30,[N+]=1(C(=CN2C1C=CC=C2)C=3C=C(OC(=O)NC)C=CC3)C"
"GOVGODJNGLRRGL-QVUQFMIFNA-N,CHEMBL143094,43,A,8.3,chembl20,28153,9606,ACHE,30,C=12C(=C3C(=CC(=CC3=NC1CC4CC2CC(CC)=C4)C)C)N"
"GPACEISPPBYITD-LILDFLRNNA-N,CHEMBL150985,43,N,4.47,chembl20,633769,9606,ACHE,30,C=1(C=C(C(=NN1)NCCN2CCOCC2)C)C=3C=CC(=CC3)Cl"
"GMQZFOMNKDBEQB-LNNLXFCONA-N,54768918,43,A,7.35164,pubchem,613944,9606,ACHE,30,O1CCN(CCCCCCCNC=2C=3CCCCC3N=C4C2C=CC=C4)CC1"
"GPONHWSDHNCYFZ-POKQVWITNA-N,CHEMBL431784,43,A,7.25,chembl20,28628,9606,ACHE,30,C12[C@](C=3C=C(OC(=O)NC)C=CC3N1)(CCN2C)C"
"GPONHWSDHNCYFZ-QWUVRJFLNA-N,CHEMBL99414,43,A,5.66,chembl20,28628,9606,ACHE,30,C12[C@@](C=3C=C(OC(=O)NC)C=CC3N1)(CCN2C)C"
"IQWZFJFZIOQWMO-MPIMZMORNA-N,CHEMBL1083791,43,A,7.28,chembl20,633769,9606,ACHE,30,C1=CC=CC2=C(NCCCCCCCN(C)C)C=3CCCCC3N=C12"
"IOIGXILMSZNTOC-LILDFLRNNA-N,46229025,43,N,,pubchem,462900,9606,ACHE,30,S1C=2C(N(C(=O)NCC(C)(C)C)C=3C1=CC=CC3)=CC=CC2"
"ITNOFEOARUBFAI-HCYGJPQFNA-O,CHEMBL1085280,43,A,5.02,chembl20,633769,9606,ACHE,30,[N+]1(=C2N(C=C(C=C2)C(=O)N)C=C1C3=CC=CC=C3)C"
"JKKAWBRGAOZJBD-UHFFFAOYNA-N,CHEMBL60180,43,A,5.0,chembl20,28306,9606,ACHE,30,[N+](C1=CC=C(OCC(C2=CC(OC)=C(C=C2)OC)=O)C=C1)(C)(C)C"
"JLHFZCNZUUJGRC-QWOVJGMINA-N,CHEMBL61986,43,A,6.34,chembl20,633769,9606,ACHE,30,C=1(C=C2C(=CC1)C(=C3CCCCC3=N2)NCCCCCCC)OC"
"KDIDQSZYTUIGNY-LILDFLRNNA-N,CHEMBL60380,43,A,6.69,chembl20,28303,9606,ACHE,30,C1=2C3N(CCC(C1=CC(OC(=O)NCCCC)=CC2)C3)CC"
"KYTJYEBPIKSQIT-PKSOQXRJNA-N,CHEMBL1084212,43,N,4.89,chembl20,742791,9606,ACHE,30,C1=CC(CNC2=NC(N3CCSCC3)=NC=C2)=C4C(=C1)C=CC=C4"
"LDOQXEUJTAHDNS-QWOVJGMINA-N,CHEMBL55014,43,A,6.25,chembl20,633769,9606,ACHE,30,C1=CC(C(NCCC2CCN(CC2)CC3=CC=CC=C3)=O)=CC=C1"
"LEZWWPYKPKIXLL-UHFFFAOYNA-N,CHEMBL808,43,N,4.86,chembl20,774691,9606,ACHE,30,C=1(C(=CC(=CC1)Cl)Cl)C(CN2C=NC=C2)OCC3=CC=C(C=C3)Cl"
"LCLQRXYSCAZUJT-PKSOQXRJNA-N,44398279,43,A,7.6925,pubchem,241408,9606,ACHE,30,O1CC2C(N(CC2)C)C3=C1C(OC(=O)NCCCCCCC)=CC=C3"
"LCLUYKWWRKZRDD-UHFFFAOYNA-N,CHEMBL2164777,43,N,2.85,chembl20,859151,9606,ACHE,30,C1=CC(=CC(=C1OC(N(C)C)=O)OC(N(C)C)=O)C(O)CNC(C)C"
"LCMITKKRKVHZDJ-UHFFFAOYNA-N,CHEMBL142013,43,A,5.8,chembl20,633769,9606,ACHE,30,N1(CC2=C(CC1)C=CC=C2)CCC3CCN(CC3)CC=4C=CC=CC4"
"KXVMGAJDZLDKQI-UHFFFAOYNA-N,CHEMBL141810,43,A,6.1,chembl20,633769,9606,ACHE,30,N1(C(C=2C(NC1)=CC=CC2)=O)CCC3CCN(CC3)CC=4C=CC=CC4"
"JZTYZCGIRWVERO-OUQQCAFANA-N,CHEMBL75743,43,A,5.83,chembl20,28144,9606,ACHE,30,[C@@]12(C(NC3=C1C=C(OC(=O)NC)C=C3)NCC2)C"
"JZTYZCGIRWVERO-PTXXHGHWNA-N,CHEMBL309667,43,A,7.96,chembl20,28144,9606,ACHE,30,[C@]12(C(NC3=C1C=C(OC(=O)NC)C=C3)NCC2)C"
"KOWJTVNFWKBGJT-UHFFFAOYNA-N,CHEMBL523311,43,N,4.43,chembl20,499943,9606,ACHE,30,C(=O)(C1=CC=C(C=C1)CN(CC)CC)C=2C=C(C(=CC2)OC)OC"
"KFWGKECULQNZER-UYBDAZJANA-N,14857750,43,A,7.14267,pubchem,31174,9606,ACHE,30,O(C1=CC=2C3CC(N(CC3)C)C2C=C1)C(=O)NCCCCCC"
"LZTBEXKKRYCYCO-VYHCWJBLNA-O,CHEMBL149230,43,N,4.62,chembl20,28161,9606,ACHE,30,[N+]1(=C(N(C)C=C1)/C=N/O)COC(C(C)(C)C)CC"
"LXTKNVLLWOLCOV-POKQVWITNA-N,CHEMBL362444,43,A,7.57,chembl20,305786,9606,ACHE,30,N1(C2[C@](CCO2)(C)C=3C1=CC=C(OC(=O)NC)C3)C"
"LWKNMMKQEZCDIP-PKSOQXRJNA-N,4244497,43,N,,pubchem,462900,9606,ACHE,30,ClC=1C=CC(NC(=O)N2C=3C(SC=4C2=CC=CC4)=CC=CC3)=CC1"
"LYTYXHJYOPFOCO-UHFFFAOYNA-N,CHEMBL93619,43,A,8.15,chembl20,715113,9606,ACHE,30,C1(=CC=CC=2C(=NOC12)CCC3CCN(CC3)CC4=CC=CC=C4)OC"
"LUNRQBMZGWSWJN-HVXXBKQBNA-N,CHEMBL58122,43,N,4.17,chembl20,28896,9606,ACHE,30,C=12C(=NC=3C(C1N)=CC=C(N(=O)=O)C3)C=4C=CC=CC4C2"
"MRCUDDHDPPYVCN-QWOVJGMINA-N,559371,43,A,5.05799,pubchem,765128,9606,ACHE,30,ClC=1C=C2NC(=NC2=CC1)C=3C=CC(OCCN(CC)CC)=CC3"
"MOQXQSLPEWYHMC-UHFFFAOYNA-N,CHEMBL1082747,43,A,5.15,chembl20,633769,9606,ACHE,30,[N+]=1(C(=CN2C1C=CC=C2)C=3C=C(OC(N(C)C)=O)C=CC3)C"
"MSBMVQAOYRRANI-XVLGDQRRNA-N,CHEMBL3235209,43,A,5.3,chembl20,1337218,9606,ACHE,30,C1=CC=CC(=C1)CN2CCC(CC2)NC(/C(=N/O)/C#N)=O"
"MMPJDGQUUIZMGJ-QVUQFMIFNA-N,CHEMBL2022933,43,A,6.19,chembl20,814864,9606,ACHE,30,C=1(C(N2CCCC2)=NC3=NC=4CCN(CC4C(N)=C3C1)CC#C)C#N"
"MPXDIMNPEDHCIC-RTYNAERUNA-N,CHEMBL3235207,43,A,5.3,chembl20,1337218,9606,ACHE,30,C1=CC=CC(=C1)CN2CCC(CC2)NC(/C(=N/O)/C(=O)C)=O"
"MPYRVOAJFAMHDI-UHFFFAOYNA-N,CHEMBL241011,43,A,6.64,chembl20,450032,9606,ACHE,30,C12(CCCC1)N=C(CCCC)N(C2=O)CC3=CC4=C(C=C3C)OCO4"
"MKCZJPWVOINYIU-QWOVJGMINA-N,71769498,43,A,5.01189,pubchem,765128,9606,ACHE,30,ClC=1C=C2NC(=NC2=CC1)C=3C=CC(OCCN4CCOCC4)=CC3"
"MOOJQPSDEDEUQP-KGASAFGONA-N,CHEMBL1276567,43,N,2.71,chembl20,683819,9606,ACHE,30,P(=O)(NC(C=1C=CC=CC1)=O)(NN2CCCCC2)NN3CCCCC3"
"KTSROZJJBCCRGO-DZQCGVKKNA-N,CHEMBL1083973,43,A,5.7,chembl20,633730,9606,ACHE,30,C=1(C(=O)OCC)C(C)=NC=2C(=C(C=3CCCCCC3N2)N)C1"
"KVYPRJGZOVVSOG-UHFFFAOYNA-N,CHEMBL3234594,43,N,3.89,chembl20,1338714,9606,ACHE,30,C=1(C2=C(CCCC2)N=C3C1C=CC=C3)SCCCCCC=4N=CC=CC4"
"KRNDIPHOJLIHRI-LILDFLRNNA-N,CHEMBL150365,43,N,4.0,chembl20,633769,9606,ACHE,30,C(#N)C=1C(NCCN2CCOCC2)=NN=C(C1)C=3C=CC=CC3"
"KSVGHHUWOHOEOT-PKSOQXRJNA-N,CHEMBL1084155,43,A,5.43,chembl20,633769,9606,ACHE,30,C=1C(C)=CC=2C(C1)=NC=3CCCCC3C2NC=4C=CC=CC4"
"LHKBRGMCBGRJDE-LILDFLRNNA-N,CHEMBL1766016,43,N,4.78,chembl20,742791,9606,ACHE,30,C1=C(N=C(N=C1)N2CCN(CC2)C(=O)C)NCC=3C=CC=CC3"
"LKLDMKAWSUSARS-QWOVJGMINA-N,CHEMBL1085011,43,A,6.26,chembl20,633769,9606,ACHE,30,C(CCNC(OC=1C=C2C(CC3C2CCN3CCC)=CC1)=O)CCC"
"LLHDISKIHUGANJ-UHFFFAOYNA-N,CHEMBL62031,43,A,5.0,chembl20,28306,9606,ACHE,30,[N+](C=1C=C(OCC(C2=CC(OC)=C(C=C2)OC)=O)C=CC1)(C)(C)C"
"LLOAJMWVAODKLQ-UHFFFAOYNA-N,9945661,43,A,7.70006,pubchem,566585,9606,ACHE,30,O1N=C(CCC2CCN(CC2)CC3=CC=CC=C3)C4=C1C=C(N)C=C4"
"LXOFWGQRZZFMFP-LILDFLRNNA-N,CHEMBL2413733,43,N,4.91,chembl20,977210,9606,ACHE,30,C1(=CC=C2C(=C1)N=C(N2)C=3C=CC(=CC3)OCCN(C)C)C"
"MUPLQQBSTUZKET-UHFFFAOYNA-N,CHEMBL1651127,43,A,7.6,chembl20,715113,9606,ACHE,30,C1=CC(=CC=2CCNCCC12)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4"
"NAYIVRUMIMUOGQ-PKSOQXRJNA-N,CHEMBL1084210,43,A,5.26,chembl20,742791,9606,ACHE,30,C1=CC(CNC2=NC(=NC=C2)N3CCCC3)=C4C(=C1)C=CC=C4"
"MYAOJPWDGLEXIZ-UHFFFAOYNA-N,CHEMBL131320,43,A,6.7,chembl20,29411,9606,ACHE,30,N1(N=C(C=2C=CC(=CC2)C)N=C1SCC(F)(F)F)C(N(C)C)=O"
